NOTE: --lanes scopes this diff to 31 lane(s); 135 other lane(s) the JSONs carry are not compared
| lane/fixture                 | verdict    | nvidia-2xh100-sm_90a | amd-2xmi300x-gfx942 | apple-m4         | nvidia-h100-sm_90a | amd-mi325x-gfx942 |
| par-logistic/hashed          | model  | IDENTICAL x5 | ee3cb3e174ae7c73 | ee3cb3e174ae7c73 | ee3cb3e174ae7c73 | ee3cb3e174ae7c73 | ee3cb3e174ae7c73 |
| par-logistic/hashed          | batch  | IDENTICAL x5 | d97f6965451c3618 | d97f6965451c3618 | d97f6965451c3618 | d97f6965451c3618 | d97f6965451c3618 |
| par-logistic/negative        | infer  | IDENTICAL x5 | 00fff477b42c65a0 | 00fff477b42c65a0 | 00fff477b42c65a0 | 00fff477b42c65a0 | 00fff477b42c65a0 |
| par-logistic/negative        | model  | IDENTICAL x5 | 61cb0a45d1792d44 | 61cb0a45d1792d44 | 61cb0a45d1792d44 | 61cb0a45d1792d44 | 61cb0a45d1792d44 |
| par-logistic/negative        | batch  | IDENTICAL x5 | f447ab7a48eabfde | f447ab7a48eabfde | f447ab7a48eabfde | f447ab7a48eabfde | f447ab7a48eabfde |
| par-logistic/odd             | infer  | IDENTICAL x5 | 7540ab14779d65c6 | 7540ab14779d65c6 | 7540ab14779d65c6 | 7540ab14779d65c6 | 7540ab14779d65c6 |
| par-logistic/odd             | model  | IDENTICAL x5 | 1be05ca406afb6a5 | 1be05ca406afb6a5 | 1be05ca406afb6a5 | 1be05ca406afb6a5 | 1be05ca406afb6a5 |
| par-logistic/odd             | batch  | IDENTICAL x5 | bfcf2fb97fd7a14c | bfcf2fb97fd7a14c | bfcf2fb97fd7a14c | bfcf2fb97fd7a14c | bfcf2fb97fd7a14c |
| par-logistic/ties            | infer  | IDENTICAL x5 | 31ae5dc087daddea | 31ae5dc087daddea | 31ae5dc087daddea | 31ae5dc087daddea | 31ae5dc087daddea |
| par-logistic/ties            | model  | IDENTICAL x5 | eff4803be10700c8 | eff4803be10700c8 | eff4803be10700c8 | eff4803be10700c8 | eff4803be10700c8 |
| par-logistic/ties            | batch  | IDENTICAL x5 | 2eb32fc5060dcf00 | 2eb32fc5060dcf00 | 2eb32fc5060dcf00 | 2eb32fc5060dcf00 | 2eb32fc5060dcf00 |
| par-logistic/wide            | infer  | IDENTICAL x5 | 0b4e034053a507a6 | 0b4e034053a507a6 | 0b4e034053a507a6 | 0b4e034053a507a6 | 0b4e034053a507a6 |
| par-logistic/wide            | model  | IDENTICAL x5 | 576c92b63ada584d | 576c92b63ada584d | 576c92b63ada584d | 576c92b63ada584d | 576c92b63ada584d |
| par-logistic/wide            | batch  | IDENTICAL x5 | a975cc495acc07a6 | a975cc495acc07a6 | a975cc495acc07a6 | a975cc495acc07a6 | a975cc495acc07a6 |
| par-mlp/base                 | infer  | IDENTICAL x5 | b7659ff90ae1ea39 | b7659ff90ae1ea39 | b7659ff90ae1ea39 | b7659ff90ae1ea39 | b7659ff90ae1ea39 |
| par-mlp/base                 | model  | IDENTICAL x5 | fb3977c1ab222cea | fb3977c1ab222cea | fb3977c1ab222cea | fb3977c1ab222cea | fb3977c1ab222cea |
| par-mlp/base                 | batch  | IDENTICAL x5 | 16eaba30f0eb372d | 16eaba30f0eb372d | 16eaba30f0eb372d | 16eaba30f0eb372d | 16eaba30f0eb372d |
| par-mlp/denormal             | infer  | IDENTICAL x5 | 0659617762bde850 | 0659617762bde850 | 0659617762bde850 | 0659617762bde850 | 0659617762bde850 |
| par-mlp/denormal             | model  | IDENTICAL x5 | c2e7a5157a96fb28 | c2e7a5157a96fb28 | c2e7a5157a96fb28 | c2e7a5157a96fb28 | c2e7a5157a96fb28 |
| par-mlp/denormal             | batch  | IDENTICAL x5 | 2592a63cb1321f67 | 2592a63cb1321f67 | 2592a63cb1321f67 | 2592a63cb1321f67 | 2592a63cb1321f67 |
| par-mlp/denormal_ftz         | infer  | IDENTICAL x5 | 0659617762bde850 | 0659617762bde850 | 0659617762bde850 | 0659617762bde850 | 0659617762bde850 |
| par-mlp/denormal_ftz         | model  | IDENTICAL x5 | c2e7a5157a96fb28 | c2e7a5157a96fb28 | c2e7a5157a96fb28 | c2e7a5157a96fb28 | c2e7a5157a96fb28 |
| par-mlp/denormal_ftz         | batch  | IDENTICAL x5 | 2592a63cb1321f67 | 2592a63cb1321f67 | 2592a63cb1321f67 | 2592a63cb1321f67 | 2592a63cb1321f67 |
| par-mlp/dupes                | infer  | IDENTICAL x5 | b7659ff90ae1ea39 | b7659ff90ae1ea39 | b7659ff90ae1ea39 | b7659ff90ae1ea39 | b7659ff90ae1ea39 |
| par-mlp/dupes                | model  | IDENTICAL x5 | fb3977c1ab222cea | fb3977c1ab222cea | fb3977c1ab222cea | fb3977c1ab222cea | fb3977c1ab222cea |
| par-mlp/dupes                | batch  | IDENTICAL x5 | 16eaba30f0eb372d | 16eaba30f0eb372d | 16eaba30f0eb372d | 16eaba30f0eb372d | 16eaba30f0eb372d |
| par-mlp/hashed               | infer  | IDENTICAL x5 | c56d5f921c229a7e | c56d5f921c229a7e | c56d5f921c229a7e | c56d5f921c229a7e | c56d5f921c229a7e |
| par-mlp/hashed               | model  | IDENTICAL x5 | 84bdac86c5a7e68a | 84bdac86c5a7e68a | 84bdac86c5a7e68a | 84bdac86c5a7e68a | 84bdac86c5a7e68a |
| par-mlp/hashed               | batch  | IDENTICAL x5 | 29fc4366a3f2c90b | 29fc4366a3f2c90b | 29fc4366a3f2c90b | 29fc4366a3f2c90b | 29fc4366a3f2c90b |
| par-mlp/negative             | infer  | IDENTICAL x5 | 4781497699af0fc9 | 4781497699af0fc9 | 4781497699af0fc9 | 4781497699af0fc9 | 4781497699af0fc9 |
| par-mlp/negative             | model  | IDENTICAL x5 | bfd1ffd05f0141be | bfd1ffd05f0141be | bfd1ffd05f0141be | bfd1ffd05f0141be | bfd1ffd05f0141be |
| par-mlp/negative             | batch  | IDENTICAL x5 | 4696c7a414fd629f | 4696c7a414fd629f | 4696c7a414fd629f | 4696c7a414fd629f | 4696c7a414fd629f |
| par-mlp/odd                  | infer  | IDENTICAL x5 | ed981f80c3527a61 | ed981f80c3527a61 | ed981f80c3527a61 | ed981f80c3527a61 | ed981f80c3527a61 |
| par-mlp/odd                  | model  | IDENTICAL x5 | 0d99a719dc720e03 | 0d99a719dc720e03 | 0d99a719dc720e03 | 0d99a719dc720e03 | 0d99a719dc720e03 |
| par-mlp/odd                  | batch  | IDENTICAL x5 | ae46b224d90cff20 | ae46b224d90cff20 | ae46b224d90cff20 | ae46b224d90cff20 | ae46b224d90cff20 |
| par-mlp/ties                 | infer  | IDENTICAL x5 | e1e5086334bdb736 | e1e5086334bdb736 | e1e5086334bdb736 | e1e5086334bdb736 | e1e5086334bdb736 |
| par-mlp/ties                 | model  | IDENTICAL x5 | 49ac83c7d65f98af | 49ac83c7d65f98af | 49ac83c7d65f98af | 49ac83c7d65f98af | 49ac83c7d65f98af |
| par-mlp/ties                 | batch  | IDENTICAL x5 | 1eed5a0469fcbc24 | 1eed5a0469fcbc24 | 1eed5a0469fcbc24 | 1eed5a0469fcbc24 | 1eed5a0469fcbc24 |
| par-mlp/wide                 | infer  | IDENTICAL x5 | 657d8e4662358a6a | 657d8e4662358a6a | 657d8e4662358a6a | 657d8e4662358a6a | 657d8e4662358a6a |
| par-mlp/wide                 | model  | IDENTICAL x5 | 058b5a50342ac66a | 058b5a50342ac66a | 058b5a50342ac66a | 058b5a50342ac66a | 058b5a50342ac66a |
| par-mlp/wide                 | batch  | IDENTICAL x5 | b57f9c98bedb5f13 | b57f9c98bedb5f13 | b57f9c98bedb5f13 | b57f9c98bedb5f13 | b57f9c98bedb5f13 |
| par-ordered-rmse/base        | infer  | IDENTICAL x5 | 3113f83d552f6e3e | 3113f83d552f6e3e | 3113f83d552f6e3e | 3113f83d552f6e3e | 3113f83d552f6e3e |
| par-ordered-rmse/base        | model  | IDENTICAL x5 | 43540d21322226ab | 43540d21322226ab | 43540d21322226ab | 43540d21322226ab | 43540d21322226ab |
| par-ordered-rmse/base        | batch  | IDENTICAL x5 | 5cd33ee932513206 | 5cd33ee932513206 | 5cd33ee932513206 | 5cd33ee932513206 | 5cd33ee932513206 |
| par-ordered-rmse/denormal    | infer  | IDENTICAL x5 | 52d52c2862c2d480 | 52d52c2862c2d480 | 52d52c2862c2d480 | 52d52c2862c2d480 | 52d52c2862c2d480 |
| par-ordered-rmse/denormal    | model  | IDENTICAL x5 | ba60376e07b69433 | ba60376e07b69433 | ba60376e07b69433 | ba60376e07b69433 | ba60376e07b69433 |
| par-ordered-rmse/denormal    | batch  | IDENTICAL x5 | 37faad1b0ae508e9 | 37faad1b0ae508e9 | 37faad1b0ae508e9 | 37faad1b0ae508e9 | 37faad1b0ae508e9 |
| par-ordered-rmse/denormal_ftz | infer  | IDENTICAL x5 | 9f09dbf44c4ea866 | 9f09dbf44c4ea866 | 9f09dbf44c4ea866 | 9f09dbf44c4ea866 | 9f09dbf44c4ea866 |
| par-ordered-rmse/denormal_ftz | model  | IDENTICAL x5 | 7997d9773285efc3 | 7997d9773285efc3 | 7997d9773285efc3 | 7997d9773285efc3 | 7997d9773285efc3 |
| par-ordered-rmse/denormal_ftz | batch  | IDENTICAL x5 | ccafd9d9faa33059 | ccafd9d9faa33059 | ccafd9d9faa33059 | ccafd9d9faa33059 | ccafd9d9faa33059 |
| par-ordered-rmse/dupes       | infer  | IDENTICAL x5 | 957a66a8423c3f6d | 957a66a8423c3f6d | 957a66a8423c3f6d | 957a66a8423c3f6d | 957a66a8423c3f6d |
| par-ordered-rmse/dupes       | model  | IDENTICAL x5 | c73190381d66d9bf | c73190381d66d9bf | c73190381d66d9bf | c73190381d66d9bf | c73190381d66d9bf |
| par-ordered-rmse/dupes       | batch  | IDENTICAL x5 | 0526edd73c9b9280 | 0526edd73c9b9280 | 0526edd73c9b9280 | 0526edd73c9b9280 | 0526edd73c9b9280 |
| par-ordered-rmse/hashed      | infer  | IDENTICAL x5 | 405de4dd63f5341a | 405de4dd63f5341a | 405de4dd63f5341a | 405de4dd63f5341a | 405de4dd63f5341a |
| par-ordered-rmse/hashed      | model  | IDENTICAL x5 | e3e28f37057e2029 | e3e28f37057e2029 | e3e28f37057e2029 | e3e28f37057e2029 | e3e28f37057e2029 |
| par-ordered-rmse/hashed      | batch  | IDENTICAL x5 | c24af09f63a1ff94 | c24af09f63a1ff94 | c24af09f63a1ff94 | c24af09f63a1ff94 | c24af09f63a1ff94 |
| par-ordered-rmse/negative    | infer  | IDENTICAL x5 | 82e128c769eb2778 | 82e128c769eb2778 | 82e128c769eb2778 | 82e128c769eb2778 | 82e128c769eb2778 |
| par-ordered-rmse/negative    | model  | IDENTICAL x5 | 91ecd6c2cdf861d2 | 91ecd6c2cdf861d2 | 91ecd6c2cdf861d2 | 91ecd6c2cdf861d2 | 91ecd6c2cdf861d2 |
| par-ordered-rmse/negative    | batch  | IDENTICAL x5 | c325266510844f36 | c325266510844f36 | c325266510844f36 | c325266510844f36 | c325266510844f36 |
| par-ordered-rmse/odd         | infer  | IDENTICAL x5 | c7f0cb99b920a716 | c7f0cb99b920a716 | c7f0cb99b920a716 | c7f0cb99b920a716 | c7f0cb99b920a716 |
| par-ordered-rmse/odd         | model  | IDENTICAL x5 | 4d02412a6fa569f9 | 4d02412a6fa569f9 | 4d02412a6fa569f9 | 4d02412a6fa569f9 | 4d02412a6fa569f9 |
| par-ordered-rmse/odd         | batch  | IDENTICAL x5 | c05993b79c89e09a | c05993b79c89e09a | c05993b79c89e09a | c05993b79c89e09a | c05993b79c89e09a |
| par-ordered-rmse/ties        | infer  | IDENTICAL x5 | ca0189610e51bc17 | ca0189610e51bc17 | ca0189610e51bc17 | ca0189610e51bc17 | ca0189610e51bc17 |
| par-ordered-rmse/ties        | model  | IDENTICAL x5 | f9192cb03ecc6ece | f9192cb03ecc6ece | f9192cb03ecc6ece | f9192cb03ecc6ece | f9192cb03ecc6ece |
| par-ordered-rmse/ties        | batch  | IDENTICAL x5 | 7fa28c2d36832787 | 7fa28c2d36832787 | 7fa28c2d36832787 | 7fa28c2d36832787 | 7fa28c2d36832787 |
| par-ordered-rmse/wide        | infer  | IDENTICAL x5 | 7172e83c3f745933 | 7172e83c3f745933 | 7172e83c3f745933 | 7172e83c3f745933 | 7172e83c3f745933 |
| par-ordered-rmse/wide        | model  | IDENTICAL x5 | a9b709a9373fae6f | a9b709a9373fae6f | a9b709a9373fae6f | a9b709a9373fae6f | a9b709a9373fae6f |
| par-ordered-rmse/wide        | batch  | IDENTICAL x5 | 6b8ccb2798f6e41f | 6b8ccb2798f6e41f | 6b8ccb2798f6e41f | 6b8ccb2798f6e41f | 6b8ccb2798f6e41f |
| par-queries-kde/base         | infer  | IDENTICAL x5 | 1a2c3054b661b72a | 1a2c3054b661b72a | 1a2c3054b661b72a | 1a2c3054b661b72a | 1a2c3054b661b72a |
| par-queries-kde/base         | model  | IDENTICAL x5 | cd5469f3b8854867 | cd5469f3b8854867 | cd5469f3b8854867 | cd5469f3b8854867 | cd5469f3b8854867 |
| par-queries-kde/base         | batch  | IDENTICAL x5 | c0c645e32da9e31c | c0c645e32da9e31c | c0c645e32da9e31c | c0c645e32da9e31c | c0c645e32da9e31c |
| par-queries-kde/denormal     | infer  | IDENTICAL x5 | 21caf753bc5b6352 | 21caf753bc5b6352 | 21caf753bc5b6352 | 21caf753bc5b6352 | 21caf753bc5b6352 |
| par-queries-kde/denormal     | model  | IDENTICAL x5 | ddc0470537b3c6d1 | ddc0470537b3c6d1 | ddc0470537b3c6d1 | ddc0470537b3c6d1 | ddc0470537b3c6d1 |
| par-queries-kde/denormal     | batch  | IDENTICAL x5 | f6d4a25e759c171f | f6d4a25e759c171f | f6d4a25e759c171f | f6d4a25e759c171f | f6d4a25e759c171f |
| par-queries-kde/denormal_ftz | infer  | IDENTICAL x5 | 21caf753bc5b6352 | 21caf753bc5b6352 | 21caf753bc5b6352 | 21caf753bc5b6352 | 21caf753bc5b6352 |
| par-queries-kde/denormal_ftz | model  | IDENTICAL x5 | 6e413286a1f8aebb | 6e413286a1f8aebb | 6e413286a1f8aebb | 6e413286a1f8aebb | 6e413286a1f8aebb |
| par-queries-kde/denormal_ftz | batch  | IDENTICAL x5 | f6d4a25e759c171f | f6d4a25e759c171f | f6d4a25e759c171f | f6d4a25e759c171f | f6d4a25e759c171f |
| par-queries-kde/dupes        | infer  | IDENTICAL x5 | 1a2c3054b661b72a | 1a2c3054b661b72a | 1a2c3054b661b72a | 1a2c3054b661b72a | 1a2c3054b661b72a |
| par-queries-kde/dupes        | model  | IDENTICAL x5 | cd5469f3b8854867 | cd5469f3b8854867 | cd5469f3b8854867 | cd5469f3b8854867 | cd5469f3b8854867 |
| par-queries-kde/dupes        | batch  | IDENTICAL x5 | c0c645e32da9e31c | c0c645e32da9e31c | c0c645e32da9e31c | c0c645e32da9e31c | c0c645e32da9e31c |
| par-queries-kde/hashed       | infer  | IDENTICAL x5 | f0d1cae79c88ca8a | f0d1cae79c88ca8a | f0d1cae79c88ca8a | f0d1cae79c88ca8a | f0d1cae79c88ca8a |
| par-queries-kde/hashed       | model  | IDENTICAL x5 | 9d8fc4cff3c9ae8e | 9d8fc4cff3c9ae8e | 9d8fc4cff3c9ae8e | 9d8fc4cff3c9ae8e | 9d8fc4cff3c9ae8e |
| par-queries-kde/hashed       | batch  | IDENTICAL x5 | 4f0747cb24dc277a | 4f0747cb24dc277a | 4f0747cb24dc277a | 4f0747cb24dc277a | 4f0747cb24dc277a |
| par-queries-kde/negative     | infer  | IDENTICAL x5 | 30a64b99c13a89c4 | 30a64b99c13a89c4 | 30a64b99c13a89c4 | 30a64b99c13a89c4 | 30a64b99c13a89c4 |
| par-queries-kde/negative     | model  | IDENTICAL x5 | 14b5ed33ef52d808 | 14b5ed33ef52d808 | 14b5ed33ef52d808 | 14b5ed33ef52d808 | 14b5ed33ef52d808 |
| par-queries-kde/negative     | batch  | IDENTICAL x5 | a647a0d4ca261203 | a647a0d4ca261203 | a647a0d4ca261203 | a647a0d4ca261203 | a647a0d4ca261203 |
| par-queries-kde/odd          | infer  | IDENTICAL x5 | e49f797e443af916 | e49f797e443af916 | e49f797e443af916 | e49f797e443af916 | e49f797e443af916 |
| par-queries-kde/odd          | model  | IDENTICAL x5 | eaf7436bbd4ff68f | eaf7436bbd4ff68f | eaf7436bbd4ff68f | eaf7436bbd4ff68f | eaf7436bbd4ff68f |
| par-queries-kde/odd          | batch  | IDENTICAL x5 | 5dc9b6eb77f6bca0 | 5dc9b6eb77f6bca0 | 5dc9b6eb77f6bca0 | 5dc9b6eb77f6bca0 | 5dc9b6eb77f6bca0 |
| par-queries-kde/ties         | infer  | IDENTICAL x5 | 63b4da91ce458ab7 | 63b4da91ce458ab7 | 63b4da91ce458ab7 | 63b4da91ce458ab7 | 63b4da91ce458ab7 |
| par-queries-kde/ties         | model  | IDENTICAL x5 | c6b86284b81d2eea | c6b86284b81d2eea | c6b86284b81d2eea | c6b86284b81d2eea | c6b86284b81d2eea |
| par-queries-kde/ties         | batch  | IDENTICAL x5 | 3a4d754b8c22238a | 3a4d754b8c22238a | 3a4d754b8c22238a | 3a4d754b8c22238a | 3a4d754b8c22238a |
| par-queries-kde/wide         | infer  | IDENTICAL x5 | 39622885a3c508a9 | 39622885a3c508a9 | 39622885a3c508a9 | 39622885a3c508a9 | 39622885a3c508a9 |
| par-queries-kde/wide         | model  | IDENTICAL x5 | 4d511b1377a350b9 | 4d511b1377a350b9 | 4d511b1377a350b9 | 4d511b1377a350b9 | 4d511b1377a350b9 |
| par-queries-kde/wide         | batch  | IDENTICAL x5 | bec66eb4376017f7 | bec66eb4376017f7 | bec66eb4376017f7 | bec66eb4376017f7 | bec66eb4376017f7 |
| par-queries-knn/base         | infer  | IDENTICAL x5 | 8381d6badb2ee31b | 8381d6badb2ee31b | 8381d6badb2ee31b | 8381d6badb2ee31b | 8381d6badb2ee31b |
| par-queries-knn/base         | model  | IDENTICAL x5 | f0b9be0fd408466b | f0b9be0fd408466b | f0b9be0fd408466b | f0b9be0fd408466b | f0b9be0fd408466b |
| par-queries-knn/base         | batch  | IDENTICAL x5 | b0ee1057fca8171a | b0ee1057fca8171a | b0ee1057fca8171a | b0ee1057fca8171a | b0ee1057fca8171a |
| par-queries-knn/denormal     | infer  | IDENTICAL x5 | 3b26081dcfb54057 | 3b26081dcfb54057 | 3b26081dcfb54057 | 3b26081dcfb54057 | 3b26081dcfb54057 |
| par-queries-knn/denormal     | model  | IDENTICAL x5 | 3ae6ad51532e6887 | 3ae6ad51532e6887 | 3ae6ad51532e6887 | 3ae6ad51532e6887 | 3ae6ad51532e6887 |
| par-queries-knn/denormal     | batch  | IDENTICAL x5 | 2c069b279f4d3406 | 2c069b279f4d3406 | 2c069b279f4d3406 | 2c069b279f4d3406 | 2c069b279f4d3406 |
| par-queries-knn/denormal_ftz | infer  | IDENTICAL x5 | 3b26081dcfb54057 | 3b26081dcfb54057 | 3b26081dcfb54057 | 3b26081dcfb54057 | 3b26081dcfb54057 |
| par-queries-knn/denormal_ftz | model  | IDENTICAL x5 | 02916106bd5f4a5c | 02916106bd5f4a5c | 02916106bd5f4a5c | 02916106bd5f4a5c | 02916106bd5f4a5c |
| par-queries-knn/denormal_ftz | batch  | IDENTICAL x5 | 2c069b279f4d3406 | 2c069b279f4d3406 | 2c069b279f4d3406 | 2c069b279f4d3406 | 2c069b279f4d3406 |
| par-queries-knn/dupes        | infer  | IDENTICAL x5 | 20ea108e0746b7e5 | 20ea108e0746b7e5 | 20ea108e0746b7e5 | 20ea108e0746b7e5 | 20ea108e0746b7e5 |
| par-queries-knn/dupes        | model  | IDENTICAL x5 | 937c7d9ac1a87689 | 937c7d9ac1a87689 | 937c7d9ac1a87689 | 937c7d9ac1a87689 | 937c7d9ac1a87689 |
| par-queries-knn/dupes        | batch  | IDENTICAL x5 | 71a7e5d1960bc25f | 71a7e5d1960bc25f | 71a7e5d1960bc25f | 71a7e5d1960bc25f | 71a7e5d1960bc25f |
| par-queries-knn/hashed       | infer  | IDENTICAL x5 | 7e895e275d390d17 | 7e895e275d390d17 | 7e895e275d390d17 | 7e895e275d390d17 | 7e895e275d390d17 |
| par-queries-knn/hashed       | model  | IDENTICAL x5 | e87300eff71e3476 | e87300eff71e3476 | e87300eff71e3476 | e87300eff71e3476 | e87300eff71e3476 |
| par-queries-knn/hashed       | batch  | IDENTICAL x5 | d8c25f56b005ef3f | d8c25f56b005ef3f | d8c25f56b005ef3f | d8c25f56b005ef3f | d8c25f56b005ef3f |
| par-queries-knn/negative     | infer  | IDENTICAL x5 | 4a407720c8a6509a | 4a407720c8a6509a | 4a407720c8a6509a | 4a407720c8a6509a | 4a407720c8a6509a |
| par-queries-knn/negative     | model  | IDENTICAL x5 | 1043a59bb6257373 | 1043a59bb6257373 | 1043a59bb6257373 | 1043a59bb6257373 | 1043a59bb6257373 |
| par-queries-knn/negative     | batch  | IDENTICAL x5 | a43781fdbaf48d6c | a43781fdbaf48d6c | a43781fdbaf48d6c | a43781fdbaf48d6c | a43781fdbaf48d6c |
| par-queries-knn/odd          | infer  | IDENTICAL x5 | a593e7cc3b0f8144 | a593e7cc3b0f8144 | a593e7cc3b0f8144 | a593e7cc3b0f8144 | a593e7cc3b0f8144 |
| par-queries-knn/odd          | model  | IDENTICAL x5 | d52a45a13c74a487 | d52a45a13c74a487 | d52a45a13c74a487 | d52a45a13c74a487 | d52a45a13c74a487 |
| par-queries-knn/odd          | batch  | IDENTICAL x5 | 6c898f4c2607b51c | 6c898f4c2607b51c | 6c898f4c2607b51c | 6c898f4c2607b51c | 6c898f4c2607b51c |
| par-queries-knn/ties         | infer  | IDENTICAL x5 | d7292e53ec625170 | d7292e53ec625170 | d7292e53ec625170 | d7292e53ec625170 | d7292e53ec625170 |
| par-queries-knn/ties         | model  | IDENTICAL x5 | 02aa0eb5e36cffee | 02aa0eb5e36cffee | 02aa0eb5e36cffee | 02aa0eb5e36cffee | 02aa0eb5e36cffee |
| par-queries-knn/ties         | batch  | IDENTICAL x5 | c153be1da0434ba5 | c153be1da0434ba5 | c153be1da0434ba5 | c153be1da0434ba5 | c153be1da0434ba5 |
| par-queries-knn/wide         | infer  | IDENTICAL x5 | b128c6dd4d428648 | b128c6dd4d428648 | b128c6dd4d428648 | b128c6dd4d428648 | b128c6dd4d428648 |
| par-queries-knn/wide         | model  | IDENTICAL x5 | 1823e75c34d7670f | 1823e75c34d7670f | 1823e75c34d7670f | 1823e75c34d7670f | 1823e75c34d7670f |
| par-queries-knn/wide         | batch  | IDENTICAL x5 | e2c971b19ea19d50 | e2c971b19ea19d50 | e2c971b19ea19d50 | e2c971b19ea19d50 | e2c971b19ea19d50 |
| par-queries-radius/base      | infer  | IDENTICAL x5 | 3eb3a2ab621fbb97 | 3eb3a2ab621fbb97 | 3eb3a2ab621fbb97 | 3eb3a2ab621fbb97 | 3eb3a2ab621fbb97 |
| par-queries-radius/base      | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-queries-radius/base      | batch  | IDENTICAL x5 | cf44ff75b01d7995 | cf44ff75b01d7995 | cf44ff75b01d7995 | cf44ff75b01d7995 | cf44ff75b01d7995 |
| par-queries-radius/denormal  | infer  | IDENTICAL x5 | 0d8e5847c0de67f1 | 0d8e5847c0de67f1 | 0d8e5847c0de67f1 | 0d8e5847c0de67f1 | 0d8e5847c0de67f1 |
| par-queries-radius/denormal  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-queries-radius/denormal  | batch  | IDENTICAL x5 | 0032b46732b142a5 | 0032b46732b142a5 | 0032b46732b142a5 | 0032b46732b142a5 | 0032b46732b142a5 |
| par-queries-radius/denormal_ftz | infer  | IDENTICAL x5 | 0d8e5847c0de67f1 | 0d8e5847c0de67f1 | 0d8e5847c0de67f1 | 0d8e5847c0de67f1 | 0d8e5847c0de67f1 |
| par-queries-radius/denormal_ftz | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-queries-radius/denormal_ftz | batch  | IDENTICAL x5 | 0032b46732b142a5 | 0032b46732b142a5 | 0032b46732b142a5 | 0032b46732b142a5 | 0032b46732b142a5 |
| par-queries-radius/dupes     | infer  | IDENTICAL x5 | 469e7731aa72a0fd | 469e7731aa72a0fd | 469e7731aa72a0fd | 469e7731aa72a0fd | 469e7731aa72a0fd |
| par-queries-radius/dupes     | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-queries-radius/dupes     | batch  | IDENTICAL x5 | b3e5ffef9bb9967c | b3e5ffef9bb9967c | b3e5ffef9bb9967c | b3e5ffef9bb9967c | b3e5ffef9bb9967c |
| par-queries-radius/hashed    | infer  | IDENTICAL x5 | 362bee6da9e01a6a | 362bee6da9e01a6a | 362bee6da9e01a6a | 362bee6da9e01a6a | 362bee6da9e01a6a |
| par-queries-radius/hashed    | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-queries-radius/hashed    | batch  | IDENTICAL x5 | 6e26724c529968f1 | 6e26724c529968f1 | 6e26724c529968f1 | 6e26724c529968f1 | 6e26724c529968f1 |
| par-queries-radius/negative  | infer  | IDENTICAL x5 | 9a8506316edc0a0a | 9a8506316edc0a0a | 9a8506316edc0a0a | 9a8506316edc0a0a | 9a8506316edc0a0a |
| par-queries-radius/negative  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-queries-radius/negative  | batch  | IDENTICAL x5 | 51cba43fba357cdd | 51cba43fba357cdd | 51cba43fba357cdd | 51cba43fba357cdd | 51cba43fba357cdd |
| par-queries-radius/odd       | infer  | IDENTICAL x5 | ef0450b6bc48f488 | ef0450b6bc48f488 | ef0450b6bc48f488 | ef0450b6bc48f488 | ef0450b6bc48f488 |
| par-queries-radius/odd       | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-queries-radius/odd       | batch  | IDENTICAL x5 | aa014d1a0ed67389 | aa014d1a0ed67389 | aa014d1a0ed67389 | aa014d1a0ed67389 | aa014d1a0ed67389 |
| par-queries-radius/ties      | infer  | IDENTICAL x5 | 5f3eec45e2afb437 | 5f3eec45e2afb437 | 5f3eec45e2afb437 | 5f3eec45e2afb437 | 5f3eec45e2afb437 |
| par-queries-radius/ties      | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-queries-radius/ties      | batch  | IDENTICAL x5 | 16ab4d049490ae29 | 16ab4d049490ae29 | 16ab4d049490ae29 | 16ab4d049490ae29 | 16ab4d049490ae29 |
| par-queries-radius/wide      | infer  | IDENTICAL x5 | 2561486a5ba9ea00 | 2561486a5ba9ea00 | 2561486a5ba9ea00 | 2561486a5ba9ea00 | 2561486a5ba9ea00 |
| par-queries-radius/wide      | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-queries-radius/wide      | batch  | IDENTICAL x5 | af3f119fb1c99a87 | af3f119fb1c99a87 | af3f119fb1c99a87 | af3f119fb1c99a87 | af3f119fb1c99a87 |
| par-reference-knn-reg/base   | infer  | IDENTICAL x5 | 12b3c8b2763ae645 | 12b3c8b2763ae645 | 12b3c8b2763ae645 | 12b3c8b2763ae645 | 12b3c8b2763ae645 |
